Process started: 2022-07-01 01:58:36.795324
Opening DB connection
Engine created
DB connection successful!
('entradas-', 1, 1)
('respetarse', 1, 1)
('yatí-bolívar', 1, 1)
('81iiii', 1, 1)
('inyectables', 1, 2)
('recauda', 1, 1)
('cemla', 1, 2)
('cines', 1, 1)
('telbroad', 1, 2)
('corp', 1, 1)
('a)(b', 1, 1)
('estructurar77', 1, 1)
('fontalvo', 1, 2)
('petroférricas', 1, 2)
('educativas(b', 1, 1)
('indisociables', 1, 1)
('evaluados48', 1, 1)
('reposaba', 1, 1)
('13p', 1, 1)
('terce', 1, 2)
('pda)-administración', 1, 1)
('sobrerrepresentadas', 1, 1)
('acilbúpernacinimo', 1, 1)
('mellitus', 1, 1)
('uaic', 1, 1)
('convicción', 1, 1)
('∗120,𝑎𝑐medido', 1, 1)
('acarreado', 1, 1)
('masivo21', 1, 1)
('terry', 1, 1)
('bol_een', 1, 1)
('unidos10%0%5', 1, 1)
('intermedio28', 1, 1)
('mohlen', 1, 3)
('granular', 1, 1)
('vanguardistas', 1, 1)
('hectárea18,5%entre', 1, 1)
('xml', 1, 2)
('microdato', 1, 1)
('riquezas', 1, 1)
('moldeando', 1, 1)
('colombianos22', 1, 1)
('telebucaramanga', 1, 3)
('deckler', 1, 2)
('mezclan', 1, 1)
('exequial', 1, 1)
('revies', 1, 1)
('efectiveness', 1, 1)
('arm', 1, 1)
('referencia28', 1, 1)
('químicamente', 1, 1)
('6,0deuda', 1, 1)
('𝑁𝑁𝑁𝑁𝑁𝑁𝑖𝑖', 1, 1)
('6,5%dinámica', 1, 1)
('equinodermos', 1, 2)
('eli', 1, 1)
('garantías35', 1, 1)
('socioecosistémica', 1, 2)
('duación', 1, 1)
('vehículo-peatón', 1, 1)
('bocacalles', 1, 1)
('chevrontexaco', 1, 1)
('financieras6', 1, 1)
('punteada', 1, 1)
('iwa', 1, 2)
('/geneva', 1, 1)
('quedándose', 1, 1)
('ponderó', 1, 3)
('.(b', 1, 1)
('almonacid', 1, 1)
('desedes', 1, 1)
('ti107', 1, 1)
('escrituración', 1, 3)
('neasñ', 1, 1)
('liuh', 1, 1)
('huila)15', 1, 1)
('municipal1.047', 1, 1)
('kumpanyas', 1, 1)
('boys', 1, 1)
('giacomo', 1, 1)
('perdura', 1, 2)
('virgin', 1, 4)
('dnp-dee.ffuueentnet', 1, 1)
('zonificar', 1, 1)
('servicios46', 1, 1)
('monetarioa', 1, 1)
('osdbi', 1, 1)
('bocatoma', 1, 1)
('documeto', 1, 1)
('victimizadas', 1, 1)
('librada', 1, 1)
('marcación', 1, 1)
('fotovoltaicos', 1, 1)
('infrestructura', 1, 1)
('ecosistémicosclimático', 1, 1)
('beneficicostos', 1, 1)
('fracase', 1, 1)
('pcr-rt', 1, 1)
('imposibilitar', 1, 1)
('garantizaba', 1, 1)
('conservación17', 1, 1)
('armado19', 1, 1)
('gesten', 1, 1)
('unique', 1, 3)
('año71', 1, 1)
('-uep', 1, 1)
('pres', 1, 1)
('ais-dre', 1, 2)
('región142', 1, 1)
('kingsbury', 1, 1)
('2.15total', 1, 1)
('bután', 1, 1)
('multipropósito34', 1, 1)
('viscosidades', 1, 1)
('banerjee', 1, 3)
('económica0,39', 1, 1)
('condell', 1, 1)
('enel', 1, 1)
('idu47', 1, 1)
('andje55', 1, 1)
('moore', 1, 1)
('hombres"si', 1, 1)
('subinversión', 1, 4)
('significaron', 1, 1)
('esveagluuiamciieónnt', 1, 1)
('relatoría', 1, 1)
('fact', 1, 2)
('violencia76', 1, 1)
('gratuitamente', 1, 1)
('r7163', 1, 1)
('desarrollo77', 1, 1)
('ekinox', 1, 1)
('rebalancear', 1, 1)
('514-doag-514-012', 1, 1)
('sabios25', 1, 1)
('humanities', 1, 1)
('apropia', 1, 1)
('nómadas', 1, 1)
('poscontractual', 1, 1)
('fonafifo', 1, 4)
('conseguiría', 1, 1)
('3.1.1.troncales', 1, 1)
('2009b', 1, 1)
('prosperidad8', 1, 1)
('2021por', 1, 1)
('ally', 1, 2)
('necropsia', 1, 1)
('públicaurbano', 1, 1)
('4%prototipado', 1, 1)
('requisitos26', 1, 1)
('reintegrar', 1, 1)
('musichii', 1, 1)
('etnyrrre', 1, 1)
('pse', 1, 5)
('internacional10', 1, 1)
('disminuida', 1, 1)
('coexistir', 1, 1)
('influencien', 1, 1)
('reclutados', 1, 1)
('colombia44', 1, 1)
('demandaban', 1, 1)
('años(16', 1, 1)
('baiz', 1, 3)
('extraoficiales', 1, 1)
('disminuyéndolas', 1, 1)
('institucionalizado', 1, 1)
('shaun', 1, 1)
('tendencias43', 1, 1)
('bioculturales', 1, 1)
('beps)23', 1, 1)
('bmo-no', 1, 1)
('comprometerán', 1, 1)
('-55-69-80ene-20', 1, 1)
('engañan', 1, 1)
('r10165', 1, 1)
('instrumentalizado', 1, 1)
('financiero31', 1, 1)
('6,0%+', 1, 1)
('africanos', 1, 1)
('canceló', 1, 1)
('boldsystems', 1, 2)
('correspondente', 1, 1)
('extrainstitucionales', 1, 1)
('ronf', 1, 1)
('paz101', 1, 1)
('-based', 1, 1)
('navidad', 1, 3)
('posconflict', 1, 1)
('itp', 1, 2)
('donados', 1, 1)
('ameritaron', 1, 1)
('odm10', 1, 1)
('song', 1, 2)
('norwegian', 1, 1)
('fudra', 1, 1)
('11mse', 1, 1)
('arendt', 1, 2)
('restablecido', 1, 1)
('fisiopatología', 1, 1)
('0,40%cr', 1, 1)
('moldeándolos', 1, 1)
('villavicencio-tame-saravena-puente', 1, 3)
('upra24', 1, 1)
('públicas52', 1, 1)
('previsional', 1, 1)
('específicos;(v', 1, 1)
('wilkinson', 1, 2)
('andr', 1, 1)
('3.2.3.infraestructura', 1, 1)
('directions', 1, 1)
('micro-blog', 1, 1)
('alcazar', 1, 2)
('otsoga', 1, 1)
('recolección)-superior', 1, 1)
('vendavales', 1, 1)
('21campero', 1, 1)
('diagnóstico-número', 1, 1)
('generalized', 1, 1)
('invisible', 1, 1)
('peatonales)4.2', 1, 1)
('entrepreneurshipprocesos', 1, 1)
('moleculares', 1, 3)
('respaldarán', 1, 1)
('aeia', 1, 1)
('favorecedoras', 1, 1)
('sudamerica', 1, 1)
('71mse', 1, 1)
('salzmann', 1, 1)
('datos.gov', 1, 1)
('empresariales-proyectos', 1, 1)
('1993/', 1, 1)
('contenerlo', 1, 1)
('tecnológica59', 1, 1)
('imornninoei', 1, 1)
('naufragio', 1, 1)
('ubits', 1, 1)
('reexpiden', 1, 1)
('galileo', 1, 1)
('r1162', 1, 1)
('siam', 1, 4)
('equívoca', 1, 1)
('pública34', 1, 1)
('tomorrow', 1, 1)
('evoa)70', 1, 1)
('compensación106', 1, 1)
('furag)39', 1, 1)
('omitiendo', 1, 1)
('5,6india', 1, 1)
('suplementación', 1, 1)
('diakopoulos', 1, 2)
('proporción53', 1, 1)
('mpeonor', 1, 1)
('-6,03%', 1, 1)
('justiciable', 1, 1)
('difundidas', 1, 1)
('iagua', 1, 3)
('equiparar', 1, 1)
('transcrita', 1, 1)
('mcer', 1, 2)
('laboratorio43', 1, 1)
('gravable=40%', 1, 1)
('inter-entidades', 1, 1)
('invías5', 1, 1)
('mujeres2', 1, 1)
('telón', 1, 1)
('comparadores', 1, 2)
('accediera', 1, 1)
('aguja', 1, 1)
('región1', 1, 1)
('pilotes', 1, 1)
('jesyca', 1, 1)
('f/6a2e3311-10a3-49ef-937e-cb955e632824', 1, 1)
('aumentarán64', 1, 1)
('5%26', 1, 1)
('reciente143', 1, 1)
('fashionable', 1, 1)
('7disponible', 1, 1)
('contestaron', 1, 1)
('férrea6', 1, 1)
('ecoversa-', 1, 1)
('timbiquí', 1, 1)
('28-mar', 1, 4)
('estandarizados21', 1, 1)
('irrigar', 1, 1)
('platino', 1, 2)
('autonomy', 1, 1)
('phyton', 1, 1)
('arcitura', 1, 2)
('homologado', 1, 1)
('decidirían', 1, 1)
('agresor', 1, 1)
('laft', 1, 1)
('revertidos', 1, 1)
('significativas86', 1, 1)
('pdet)114', 1, 1)
('45,85se', 1, 1)
('nuts', 1, 1)
('visualizando', 1, 1)
('microempresarias', 1, 1)
('adaptarnos', 1, 1)
('-1,2e', 1, 1)
('igc5lia', 1, 1)
('generalidad', 1, 1)
('goldman', 1, 1)
('refrigerating', 1, 1)
('ybeneficios', 1, 1)
('expeditio', 1, 1)
('consultaron', 1, 1)
('-33,24%', 1, 1)
('erruassea', 1, 1)
('climática29', 1, 1)
('modificarán', 1, 1)
('editados', 1, 1)
('físicos-educadores', 1, 1)
('cubría', 1, 1)
('leander', 1, 1)
('7%86%8', 1, 1)
('control23', 1, 1)
('justica', 1, 1)
('cajibío', 1, 1)
('uao', 1, 2)
('charco', 1, 2)
('bidegain', 1, 1)
('pedir', 1, 1)
('minifundio', 1, 1)
('estimará', 1, 1)
('salud-rss', 1, 1)
('público70', 1, 1)
('de1,8', 1, 1)
('pndsdr', 1, 2)
('transporte32', 1, 1)
('ortoimágenes', 1, 2)
('municipio31', 1, 1)
('liceo', 1, 1)
('intermitencias', 1, 1)
('30mejoramiento', 1, 1)
('enec', 1, 1)
('vulnerables83', 1, 1)
('romero-ferrer', 1, 1)
('especies101', 1, 1)
('tayrona', 1, 5)
('mandela', 1, 5)
('lópez-bassols', 1, 2)
('e-mails', 1, 1)
('ahorre', 1, 1)
('imiten', 1, 1)
('ofimática17', 1, 1)
('4(o', 1, 1)
('incrementándose', 1, 1)
('capturadas', 1, 1)
('suplida', 1, 2)
('interferido', 1, 1)
('k32', 1, 1)
('territorial6', 1, 1)
('arrastrando', 1, 1)
('rentan', 1, 1)
('centralizador', 1, 1)
('individuos-derechos', 1, 1)
('phone', 1, 3)
('documento%20%c3%adndice%20de%20incidencia%20del%20conflicto%20armado.pdf', 1, 1)
('oit)12', 1, 1)
('-paef', 1, 2)
('colombia104', 1, 1)
('nótese', 1, 1)
('cta', 1, 1)
('gaete', 1, 2)
('24,1%educación', 1, 1)
('chalán', 1, 4)
('tétanos', 1, 1)
('0,0%1.389.000,70', 1, 1)
('zomac)25', 1, 1)
('mercaderes', 1, 2)
('dirigiendo', 1, 1)
('infografía', 1, 2)
('parcial74', 1, 1)
('mesures', 1, 4)
('consejeros', 1, 1)
('werning', 1, 1)
('alpina', 1, 1)
('-16,29%', 1, 1)
('multietápica', 1, 1)
('joca.12121', 1, 1)
('predio37', 1, 1)
('rixte', 1, 1)
('zhaofen', 1, 1)
('gravas', 1, 1)
('encharcamiento', 1, 1)
('bioenergía', 1, 2)
('3,0colombia', 1, 1)
('valuados', 1, 1)
('flows', 1, 1)
('conseguirla', 1, 1)
('reciclados', 1, 1)
('corbera', 1, 1)
('renombre', 1, 1)
('escombreras', 1, 1)
('ltv', 1, 2)
('crudo37', 1, 1)
('registrarlos', 1, 1)
('mantenerlas', 1, 1)
('complejo94', 1, 1)
('hays', 1, 2)
('trol', 1, 1)
('economía(382', 1, 1)
('57,1%0,50', 1, 1)
('departamento24', 1, 1)
('protagonistas', 1, 1)
('ride', 1, 1)
('ferry', 1, 2)
('coordinaron', 1, 1)
('anonimización', 1, 5)
('crédito42', 1, 1)
('nueva-3,6-4,52017', 1, 1)
('lp-pre-do-srn-047-2017', 1, 1)
('oyam', 1, 1)
('closures', 1, 1)
('numbeo', 1, 1)
('guardado', 1, 1)
('possidetis', 1, 1)
('-10,54%', 1, 1)
('inversiones119211331047815461260182-149', 1, 1)
('salubre', 1, 1)
('senado166', 1, 1)
('91lje', 1, 2)
('insegura', 1, 1)
('interrumpió', 1, 1)
('subáreas', 1, 1)
('preferida', 1, 1)
('ingresadas', 1, 1)
('mensual)31', 1, 1)
('-32,19%', 1, 1)
('forzados', 1, 3)
('pga', 1, 1)
('smmlv3', 1, 1)
('extrema-unidos', 1, 1)
('entreno', 1, 1)
('calice', 1, 1)
('enme', 1, 5)
('precooperativas', 1, 2)
('papaya', 1, 1)
('filial', 1, 1)
('motors', 1, 1)
('efectivad', 1, 1)
('gaceta', 1, 1)
('dt11', 1, 1)
('departamentales13', 1, 1)
('5%administración', 1, 1)
('revue', 1, 1)
('película', 1, 1)
('interamericanos', 1, 1)
('m4.1', 1, 1)
('comercializada', 1, 1)
('ramas)(a', 1, 2)
('gnc20', 1, 1)
('talent_shortage_survey-lo_res.pdf?mod=ajperes&contentcache=none', 1, 1)
('13,3uso', 1, 1)
('objeciones', 1, 1)
('herkenhoff', 1, 2)
('40,92%40,60%estados', 1, 1)
('tolerantes', 1, 2)
('documentarán', 1, 1)
('desmaterializados', 1, 1)
('comedia', 1, 1)
('1jun-', 1, 2)
('servicio29', 1, 1)
('inocuos', 1, 2)
('1081noticias', 1, 1)
('veciony', 1, 1)
('61categorías', 1, 1)
('cogenerador', 1, 1)
('clandestinidad', 1, 1)
('w26981', 1, 1)
('aceproject', 1, 1)
('experiencias41', 1, 1)
('turberas', 1, 1)
('4guaviare', 1, 1)
('holzmann', 1, 2)
('greg', 1, 1)
('fedesarrollo(23', 1, 1)
('uribarri', 1, 1)
('reteica(a', 1, 1)
('orinoquía-amazonía11', 1, 1)
('porto', 1, 2)
('rimm', 1, 1)
('areneras', 1, 3)
('langosta', 1, 2)
('motoscamiones', 1, 1)
('tras100d', 1, 1)
('cispatá', 1, 1)
('dpto.', 1, 1)
('45,20%38,40%27,10%nacional', 1, 1)
('ací', 1, 1)
('entrenará', 1, 1)
('fructíferos', 1, 1)
('app29', 1, 1)
('warehouse', 1, 3)
('género28', 1, 1)
('hidrogeológico28', 1, 1)
('delegado15', 1, 1)
('pr-k20', 1, 1)
('tct', 1, 1)
('repotenciadas', 1, 1)
('ecommerce67', 1, 1)
('2(ministerio', 1, 1)
('cuidan', 1, 1)
('115/34,5/13,2', 1, 1)
('efficient', 1, 1)
('infantil85', 1, 1)
('bennett', 1, 1)
('mlg', 1, 1)
('relevance', 1, 1)
('precedida', 1, 3)
('bajo51', 1, 1)
('approved', 1, 1)
('patch', 1, 1)
('revisin', 1, 1)
('ogrubmexul', 1, 1)
('3,5zona', 1, 1)
('beneficiaras', 1, 1)
('línconstitucional', 1, 1)
('blandos', 1, 1)
('células', 1, 1)
('t030/17', 1, 1)
('priorizados18', 1, 1)
('dólare', 1, 1)
('regalías-sgr', 1, 1)
('36%40%27%31%28%implementado', 1, 1)
('conexos0,0%', 1, 1)
('ortega-santana', 1, 1)
('superproducción', 1, 1)
('roberts', 1, 1)
('proceso-', 1, 1)
('pigeca', 1, 2)
('formal-', 1, 1)
('losses', 1, 1)
('solidarias26', 1, 1)
('direccionarlos', 1, 1)
('piloteará', 1, 1)
('lllonuuoooolaoneessss', 1, 1)
('indexmundi', 1, 2)
('climátic', 1, 1)
('renovó', 1, 1)
('unifamiliares', 1, 1)
('nobel', 1, 1)
('elos', 1, 1)
('cultural48', 1, 1)
('pme)24', 1, 1)
('fire-dependent', 1, 1)
('alcances18', 1, 1)
('amparadas', 1, 1)
('modificada48', 1, 1)
('saveunu', 1, 1)
('pobreza9', 1, 1)
('5,1canada', 1, 1)
('2015/751', 1, 1)
('concluyente', 1, 1)
('beijing', 1, 3)
('to70', 1, 1)
('daba', 1, 1)
('ecocasa', 1, 1)
('ri10)118', 1, 1)
('aislado', 1, 1)
('sintésis', 1, 1)
('vegetation-climate', 1, 1)
('desistiría', 1, 1)
('majestuosa', 1, 1)
('bunkwanarrwa', 1, 1)
('públicaseducativas', 1, 1)
('transformados44', 1, 1)
('münchen', 1, 1)
('1-oga', 1, 1)
('spscv', 1, 1)
('dur', 1, 1)
('sosteinibilidad', 1, 1)
('x44', 1, 1)
('ejecutadas4', 1, 1)
('417usd', 1, 1)
('woll', 1, 1)
('produjeran', 1, 1)
('preinversiones', 1, 1)
('cima', 1, 2)
('lato', 1, 1)
('peddocumentos', 1, 1)
('cadamuro', 1, 1)
('coloniales', 1, 1)
('0,2d', 1, 1)
('6,1rusia', 1, 1)
('mainstreaming', 1, 1)
('aalto', 1, 1)
('etiquetada', 1, 1)
('makárenko', 1, 1)
('reglamentarios28', 1, 1)
('differently', 1, 1)
('conpes4040', 1, 1)
('sealcinote', 1, 1)
('surveillance', 1, 1)
('esg', 1, 2)
('125mm', 1, 4)
('recomendará', 1, 1)
('turpial-la', 1, 1)
('-23,81%', 1, 1)
('morphologic', 1, 1)
('generándole', 1, 1)
('estructurales17', 1, 1)
('hipoteca+verde', 1, 1)
('comisionados', 1, 4)
('aterrizar', 1, 1)
('decomisada', 1, 1)
('tc-', 1, 1)
('flagrantes', 1, 1)
('corretaje', 1, 1)
('raziroirpsaedi', 1, 1)
('redundantes', 1, 2)
('34,39,0propios', 1, 1)
('remotely-sensed', 1, 1)
('tr)92', 1, 1)
('legitimadas', 1, 1)
('msión', 1, 1)
('pasajeros20', 1, 1)
('aplicable30', 1, 1)
('fiscales32', 1, 1)
('programados68', 1, 1)
('zahino-guayabito', 1, 1)
('formularían', 1, 1)
('ira-', 1, 1)
('comentado', 1, 1)
('ádanac', 1, 1)
('electrónicaintegración', 1, 1)
('ormación', 1, 1)
('dolosa', 1, 3)
('esponjas', 1, 2)
('territorial-pot', 1, 1)
('restaurante', 1, 1)
('yreconciliación', 1, 1)
('apps', 1, 1)
('dieciochoavo', 1, 1)
('metrotel', 1, 4)
('rut52', 1, 1)
('hidrotermales', 1, 2)
('krein', 1, 1)
('manejarlos', 1, 1)
('tirs', 1, 2)
('apl', 1, 1)
('sociales4', 1, 1)
('35,6d', 1, 1)
('transfronteriza', 1, 1)
('jurídico5', 1, 1)
('encontraran', 1, 1)
('conpes3907', 1, 1)
('polanía', 1, 1)
('dificultaría', 1, 1)
('thriving', 1, 1)
('2015-ii', 1, 1)
('2018-abril', 1, 2)
('42-ministerio', 1, 1)
('socio-cultural', 1, 1)
('profe', 1, 1)
('dactiloscopista', 1, 2)
('orinoquía-pacífico', 1, 1)
('alados', 1, 1)
('3.3.1.fallas', 1, 1)
('pestes', 1, 3)
('imperativos', 1, 1)
('presidencial50', 1, 1)
('íaia', 1, 1)
('datáfonos', 1, 5)
('caería', 1, 1)
('7,82se', 1, 1)
('platina', 1, 1)
('m:24', 1, 1)
('ábrego', 1, 1)
('data)62', 1, 1)
('ameas', 1, 3)
('sintomáticas', 1, 2)
('pauea)26', 1, 1)
('15.a', 1, 1)
('razones76', 1, 1)
('contaminadas13', 1, 1)
('jaitman', 1, 2)
('objetividad65', 1, 1)
('zeira', 1, 2)
('prom', 1, 2)
('udn', 1, 1)
('defensa7', 1, 1)
('bodies', 1, 1)
('crecimiento29', 1, 1)
('femeninos;(ii', 1, 1)
('educativo69', 1, 1)
('iasb', 1, 1)
('middle-income', 1, 1)
('gidi', 1, 1)
('inversión(b', 1, 1)
('vpn)(a', 1, 1)
('sobrevenga', 1, 1)
('tpbc', 1, 3)
('sesíanawiatacramanidageuronocixémaibmolocaziusa', 1, 1)
('montañita', 1, 1)
('regional10', 1, 1)
('congelados', 1, 1)
('chimenea', 1, 1)
('esap19', 1, 1)
('chauvin', 1, 1)
('eligiendo', 1, 1)
('regional6', 1, 1)
('barberena', 1, 2)
('200d', 1, 1)
('autofinanciamiento', 1, 1)
('garcía-astillero', 1, 1)
('fléxibles', 1, 1)
('memoriales', 1, 1)
('betulia', 1, 2)
('definidos6.3', 1, 1)
('serológicas', 1, 1)
('profesion', 1, 1)
('2espera', 1, 1)
('piernas', 1, 1)
('crecmiento', 1, 1)
('-13,94%', 1, 1)
('1.50hogares', 1, 1)
('81aadaad', 1, 1)
('departamento48', 1, 1)
('superficie(b', 1, 2)
('buga-buenaventura', 1, 1)
('h82', 1, 1)
('feb-2016', 1, 1)
('indígenas4', 1, 1)
('supervivencia20', 1, 1)
('tehran', 1, 1)
('iiep', 1, 1)
('4.3.3.impacto', 1, 1)
('ahlonsou', 1, 2)
('heritage', 1, 1)
('proteccion', 1, 1)
('peluquería', 1, 1)
('funding', 1, 1)
('cogollos', 1, 1)
('usuariosusuarios1.200', 1, 1)
('potable8', 1, 1)
('bilinski', 1, 2)
('ramirez-', 1, 1)
('realizarlas', 1, 1)
('buhl', 1, 2)
('enfocándolas', 1, 1)
('proyecten', 1, 1)
('4,6%otras', 1, 1)
('𝑣𝑖𝑎𝑏𝑖𝑙𝑖𝑧𝑎', 1, 2)
('verde88', 1, 1)
('sa8', 1, 1)
('contratarlos', 1, 1)
('milner', 1, 2)
('poblacional97', 1, 1)
('camentsa', 1, 2)
('atribuirle', 1, 1)
('bermas27', 1, 1)
('bancóldex142', 1, 1)
('pandey', 1, 3)
('-0,5pp', 1, 1)
('availability', 1, 1)
('embarcadero', 1, 1)
('puritan', 1, 1)
('rurales9', 1, 1)
('i)*[i+(ii)]-(i', 1, 1)
('concretándose', 1, 1)
('dispondría', 1, 1)
('realimentación', 1, 1)
('2,8%explotación', 1, 1)
('electrónico66', 1, 1)
('diferenciales34', 1, 1)
('presupuestales11', 1, 1)
('pcsja20-11532', 1, 1)
('tarima', 1, 1)
('vignati', 1, 1)
('evidenciaría', 1, 1)
('iaenr', 1, 1)
('proyectado17', 1, 1)
('rajasthan', 1, 1)
('colombia43', 1, 1)
('suin', 1, 1)
('jerarquía10', 1, 1)
('ionización', 1, 1)
('46%dadntiee', 1, 1)
('pesos85', 1, 1)
('11f11', 1, 1)
('territorial37', 1, 1)
('asar', 1, 1)
('licitatorio45', 1, 1)
('sfp', 1, 1)
('cuentas43', 1, 1)
('ergonomía', 1, 1)
('cannabinoïdes', 1, 1)
('-27,95%', 1, 1)
('saveun', 1, 1)
('desatiende', 1, 1)
('ornamentación', 1, 1)
('regulatoriamente', 1, 1)
('25,5e', 1, 1)
('tribín-uribe', 1, 1)
('-18,13%', 1, 1)
('apnfd90', 1, 1)
('pesan', 1, 1)
('comportamiento89', 1, 1)
('urgía', 1, 1)
('funcionarios-as', 1, 1)
('meattle', 1, 1)
('taponamiento', 1, 1)
('región(a', 1, 1)
('-dgpm', 1, 1)
('contingent', 1, 1)
('eeinlle', 1, 1)
('verde)82', 1, 1)
('hidro-meteorológicas', 1, 1)
('elías', 1, 1)
('conflictiva', 1, 1)
('inequitativa', 1, 1)
('retomarlos', 1, 1)
('extensión28', 1, 1)
('piapoco', 1, 1)
('ejidos', 1, 1)
('telemigrar', 1, 1)
('zapales51', 1, 1)
('-61,55%comercio', 1, 1)
('cuentapropistas', 1, 1)
('denuncian', 1, 1)
('barichara-san', 1, 2)
('cortar', 1, 2)
('información42', 1, 1)
('mostraban', 1, 1)
('-16,04%', 1, 1)
('reducción8', 1, 1)
('cooptadas', 1, 1)
('10%correo', 1, 1)
('-14,38%inf', 1, 1)
('laeuriiecterlaa', 1, 1)
('vitina-km+20', 1, 1)
('9%hoteles', 1, 1)
('orográfica', 1, 2)
('encadenados', 1, 2)
('padeciendo', 1, 1)
('potable50', 1, 1)
('covid-1933', 1, 1)
('edificaciones18', 1, 1)
('ofertas58', 1, 1)
('sspd18', 1, 1)
('sgp-14-2017', 1, 1)
('aicnarf', 1, 1)
('dólar47', 1, 1)
('apoderados', 1, 2)
('españa94', 1, 1)
('intra-anual', 1, 1)
('extraescolar', 1, 1)
('arrasamiento', 1, 1)
('ottar', 1, 1)
('aquatic', 1, 1)
('perpetradas', 1, 1)
('eficiencia1', 1, 1)
('único88', 1, 1)
('retroactivas', 1, 1)
('mamonal', 1, 1)
('e17d', 1, 1)
('favorecerán', 1, 1)
('sábados', 1, 1)
('aiuqavolse', 1, 1)
('63%45%40%33%25%20%14%3%disparidades', 1, 1)
('público7', 1, 1)
('derivando', 1, 1)
('econ%c3%b3micos/3883_anexod.informe-de-seguimiento-del-sector-de-agua-potable-y-saneamiento-basico.pdf', 1, 1)
('changers', 1, 1)
('succeed', 1, 1)
('cardio-cerebrovasculares', 1, 3)
('compaginar', 1, 1)
('19-directiva', 1, 1)
('ayudarían', 1, 1)
('vulneradas', 1, 1)
('2.5reducciones', 1, 1)
('etneilc', 1, 1)
('7meta', 1, 1)
('humor', 1, 1)
('antioquia-cañasgordas', 1, 1)
('ksp', 1, 1)
('paz28', 1, 1)
('arrastrados', 1, 1)
('procesable', 1, 1)
('independent', 1, 1)
('colocó', 1, 1)
('fungibles', 1, 1)
('personalizada', 1, 1)
('barcode', 1, 2)
('confiscación', 1, 1)
('bioceánica13', 1, 1)
('acin', 1, 1)
('equilibre', 1, 1)
('laboratorios34', 1, 1)
('territorial49', 1, 1)
('respectivamente19', 1, 1)
('covid-abr', 1, 1)
('tributario167', 1, 1)
('09-may', 1, 1)
('paliativos', 1, 1)
('realizable', 1, 1)
('telban', 1, 1)
('ininterrumpido', 1, 1)
('cuantifique', 1, 1)
('particular93', 1, 1)
('discapacitado', 1, 1)
('cotizante', 1, 1)
('admitidas', 1, 1)
('-.cid', 1, 2)
('multipropósito44', 1, 1)
('innovación58', 1, 1)
('factibilidad46', 1, 1)
('agruparán', 1, 1)
('repetición18', 1, 1)
('oigeloc(ortnec', 1, 1)
('pedreros', 1, 2)
('engaño', 1, 1)
('canadá20%estados', 1, 1)
('públicas28', 1, 1)
('sostenible–dnp', 1, 1)
('urbana80%70%60%50%40%30%20%10%0%alto', 1, 1)
('metroplus', 1, 1)
('concesionales', 1, 1)
('0c2o3n-t2in0u2a5c', 1, 1)
('coastal', 1, 1)
('equals', 1, 1)
('pib9', 1, 1)
('chocolate', 1, 2)
('rodríguez-raga', 1, 1)
('elkin', 1, 2)
('transicion', 1, 1)
('anclar', 1, 1)
('31/12/2018', 1, 2)
('bloqueada', 1, 1)
('predicament', 1, 1)
('estabilice', 1, 1)
('micromedición(c', 1, 2)
('liquidadores', 1, 2)
('paraje', 1, 1)
('j58', 1, 1)
('multinivel60', 1, 1)
('altere', 1, 1)
('legislative', 1, 1)
('nacional-snies', 1, 1)
('adoptado35', 1, 1)
('1-pes', 1, 2)
('pacific', 1, 1)
('empresarial58', 1, 1)
('lines', 1, 1)
('refinamiento74', 1, 1)
('otros12.en', 1, 1)
('46,8ci', 1, 1)
('cauca(a', 1, 2)
('requerimientos65', 1, 1)
('presionan', 1, 1)
('comunicará', 1, 1)
('metrology', 1, 3)
('reiniciado', 1, 1)
('pos-toma', 1, 1)
('satejra', 1, 1)
('mocoa-neiva', 1, 1)
('sr.', 1, 2)
('latina24', 1, 1)
('crowding', 1, 1)
('guio', 1, 1)
('salvaguarden', 1, 1)
('insalubres', 1, 2)
('impactaría', 1, 1)
('explicaban', 1, 1)
('técnicos37', 1, 1)
('concierten', 1, 1)
('destación', 1, 1)
('formadores-reformulación', 1, 1)
('municipalizados', 1, 1)
('agrodigital', 1, 1)
('millenaar', 1, 1)
('petroglifos', 1, 1)
('inamovible', 1, 1)
('atestación', 1, 2)
('corfipesca', 1, 1)
('etnosocial', 1, 1)
('imprecisiones', 1, 1)
('ync', 1, 3)
('heterogeneidades', 1, 1)
('rodea', 1, 1)
('sofisticando', 1, 1)
('onumujeres', 1, 4)
('reorganizó', 1, 1)
('permanente62', 1, 1)
('hoxby', 1, 1)
('mehr', 1, 1)
('shadow', 1, 2)
('transnacionales', 1, 1)
('móviles40', 1, 1)
('acreditación1', 1, 1)
('paei(b', 1, 1)
('betty', 1, 1)
('sensor', 1, 1)
('geih98', 1, 1)
('medellín-quibdó', 1, 5)
('salgar–san', 1, 2)
('mujeres67', 1, 1)
('25µg', 1, 3)
('pesos1', 1, 1)
('prepagos', 1, 2)
('fugaz', 1, 1)
('departamento42', 1, 1)
('38es', 1, 1)
('gualavisi', 1, 2)
('gobernarte', 1, 1)
('pdet)11', 1, 1)
('preocupan', 1, 1)
('patronos', 1, 2)
('netadeuda', 1, 1)
('10micras', 1, 1)
('perjudicados', 1, 1)
('territorio22', 1, 1)
('santana-', 1, 1)
('chocoana', 1, 3)
('indervalle', 1, 1)
('ciipe', 1, 2)
('antirretroviral', 1, 1)
('cuidemos', 1, 1)
